shape_index,qid,category,backend,dtype,m,n,k,flops,baseline_ms,moonpoly_ms,speedup,cosine_similarity,correctness_passed,status,error,wall_seconds
1,0,Real-World,cublas,INT8,1,1,1,2,0.010291,0.008499,1.210843,0.0,False,incorrect,Cosine similarity threshold failed,0.7606543265283108
2,1,Real-World,cublas,INT8,1,1,3,6,0.012544,0.009011,1.392046,0.0,False,incorrect,Cosine similarity threshold failed,0.8255782872438431
3,2,Real-World,cublas,INT8,2,2,2,16,0.009984,0.007117,1.402878,0.0,False,incorrect,Cosine similarity threshold failed,0.7791837826371193
4,3,Real-World,cublas,INT8,2,2,4,32,,,,,False,missing,Running INT8...Error benchmarking size 2x2x4: std::exception,0.7971766013652086
5,4,Real-World,cublas,INT8,2,4,4,64,,,,,False,missing,Running INT8...Error benchmarking size 2x4x4: std::exception,0.7842672355473042
7,6,Real-World,cublas,INT8,1,1,25,50,0.010394,0.008192,1.26875,0.0,False,incorrect,Cosine similarity threshold failed,0.7750608958303928
11,10,Real-World,cublas,INT8,53,4,1,424,0.009882,0.008346,1.184049,0.0,False,incorrect,Cosine similarity threshold failed,0.7604154907166958
14,13,Real-World,cublas,INT8,27,10,4,2160,,,,,False,missing,Running INT8...Error benchmarking size 27x10x4: std::exception,0.7868425734341145
16,15,Real-World,cublas,INT8,93,5,2,1860,,,,,False,missing,Running INT8...Error benchmarking size 93x5x2: std::exception,0.8148283176124096
18,17,Real-World,cublas,INT8,184,1,3,1104,0.010496,0.008448,1.242424,0.0,False,incorrect,Cosine similarity threshold failed,0.7471706904470921
21,20,Real-World,cublas,INT8,58,2,12,2784,,,,,False,missing,Running INT8...Error benchmarking size 58x2x12: std::exception,0.7915432006120682
25,24,Real-World,cublas,INT8,1,25,50,2500,,,,,False,missing,Running INT8...Error benchmarking size 1x25x50: std::exception,0.7821741346269846
28,27,Real-World,cublas,INT8,68,10,10,13600,0.010445,0.007219,1.446808,0.0,False,incorrect,Cosine similarity threshold failed,0.67365987226367
30,29,Real-World,cublas,INT8,1,5,256,2560,,,,,False,missing,Running INT8...Error benchmarking size 1x5x256: std::exception,0.7794152684509754
34,33,Real-World,cublas,INT8,68,16,10,21760,0.009984,0.009062,1.101695,0.0,False,incorrect,Cosine similarity threshold failed,0.7318683378398418
38,37,Real-World,cublas,INT8,179,3,10,10740,,,,,False,missing,Running INT8...Error benchmarking size 179x3x10: std::exception,1.1818560343235731
39,38,Real-World,cublas,INT8,134,16,2,8576,0.003072,0.008397,0.365854,0.0,False,incorrect,Cosine similarity threshold failed,1.1473130360245705
41,40,Real-World,cublas,INT8,142,2,16,9088,,,,,False,missing,Running INT8...Error benchmarking size 142x2x16: std::exception,1.1364765763282776
42,41,Real-World,cublas,INT8,1,27,96,5184,,,,,False,missing,Running INT8...Error benchmarking size 1x27x96: std::exception,1.1228786204010248
43,42,Real-World,cublas,INT8,1,96,27,5184,0.003072,0.010086,0.304569,0.0,False,incorrect,Cosine similarity threshold failed,0.9150314312428236
47,46,Real-World,cublas,INT8,1,1536,1,3072,0.003072,0.009267,0.331492,0.0,False,incorrect,Cosine similarity threshold failed,0.9507411364465952
48,47,Real-World,cublas,INT8,65,12,30,46800,,,,,False,missing,Running INT8...Error benchmarking size 65x12x30: std::exception,1.1151789501309395
49,48,Real-World,cublas,INT8,8,312,2,9984,0.003533,0.00809,0.436709,0.0,False,incorrect,Cosine similarity threshold failed,0.9114239681512117
50,49,Real-World,cublas,INT8,159,10,10,31800,,,,,False,missing,Running INT8...Error benchmarking size 159x10x10: std::exception,1.203939137980342
51,50,Real-World,cublas,INT8,94,4,30,22560,0.003174,0.008602,0.369048,0.0,False,incorrect,Cosine similarity threshold failed,0.9800690431147814
53,52,Real-World,cublas,INT8,87,24,12,50112,,,,,False,missing,Running INT8...Error benchmarking size 87x24x12: std::exception,1.1509554740041494
54,53,Real-World,cublas,INT8,1,864,3,5184,0.00343,0.009216,0.372222,0.0,False,incorrect,Cosine similarity threshold failed,1.0261413510888815
55,54,Real-World,cublas,INT8,1,3,864,5184,,,,,False,missing,Running INT8...Error benchmarking size 1x3x864: std::exception,1.0963532999157906
60,59,Real-World,cublas,INT8,1,50,75,7500,0.010035,0.01152,0.871111,0.0,False,incorrect,Cosine similarity threshold failed,0.7184249702841043
65,64,Real-World,cublas,INT8,81,50,2,16200,,,,,False,missing,Running INT8...Error benchmarking size 81x50x2: std::exception,0.780240535736084
69,68,Real-World,cublas,INT8,33,128,1,8448,0.009728,0.008499,1.144578,0.0,False,incorrect,Cosine similarity threshold failed,0.6919741313904524
72,71,Real-World,cublas,INT8,141,8,24,54144,,,,,False,missing,Running INT8...Error benchmarking size 141x8x24: std::exception,0.7655629981309175
73,72,Real-World,cublas,INT8,87,3,50,26100,,,,,False,missing,Running INT8...Error benchmarking size 87x3x50: std::exception,0.7715405896306038
74,73,Real-World,cublas,INT8,1,192,24,9216,,,,,False,missing,Running INT8...Error benchmarking size 1x192x24: std::exception,0.7796465996652842
75,74,Real-World,cublas,INT8,1,24,192,9216,,,,,False,missing,Running INT8...Error benchmarking size 1x24x192: std::exception,0.8848399184644222
77,76,Real-World,cublas,INT8,134,10,25,67000,0.009984,0.008653,1.153846,0.0,False,incorrect,Cosine similarity threshold failed,0.7075934857130051
79,78,Real-World,cublas,INT8,155,16,16,79360,,,,,False,missing,Running INT8...Error benchmarking size 155x16x16: std::exception,0.822342537343502
80,79,Real-World,cublas,INT8,1,100,51,10200,0.009882,0.008499,1.162651,0.0,False,incorrect,Cosine similarity threshold failed,0.7144650910049677
83,82,Real-World,cublas,INT8,85,32,23,125120,0.01024,0.008448,1.212121,0.0,False,incorrect,Cosine similarity threshold failed,0.7003178726881742
85,84,Real-World,cublas,INT8,154,4,32,39424,,,,,False,missing,Running INT8...Error benchmarking size 154x4x32: std::exception,0.8313107136636972
91,90,Real-World,cublas,INT8,77,8,64,78848,,,,,False,missing,Running INT8...Error benchmarking size 77x8x64: std::exception,0.8206881452351809
94,93,Real-World,cublas,INT8,35,16,112,125440,,,,,False,missing,Running INT8...Error benchmarking size 35x16x112: std::exception,1.4231385122984648
95,94,Real-World,cublas,INT8,29,64,48,178176,,,,,False,missing,Running INT8...Error benchmarking size 29x64x48: std::exception,1.200076013803482
104,103,Real-World,cublas,INT8,95,32,32,194560,,,,,False,missing,Running INT8...Error benchmarking size 95x32x32: std::exception,1.1155586019158363
105,104,Real-World,cublas,INT8,61,32,56,218624,,,,,False,missing,Running INT8...Error benchmarking size 61x32x56: std::exception,1.131290141493082
107,106,Real-World,cublas,INT8,103,4,64,52736,,,,,False,missing,Running INT8...Error benchmarking size 103x4x64: std::exception,1.1888028997927904
109,108,Real-World,cublas,INT8,82,16,64,167936,,,,,False,missing,Running INT8...Error benchmarking size 82x16x64: std::exception,1.1158600952476263
110,109,Real-World,cublas,INT8,193,24,14,129696,,,,,False,missing,Running INT8...Error benchmarking size 193x24x14: std::exception,1.2096868865191936
111,110,Real-World,cublas,INT8,1,75,100,15000,,,,,False,missing,Running INT8...Error benchmarking size 1x75x100: std::exception,1.271043237298727
119,118,Real-World,cublas,INT8,1,32,256,16384,,,,,False,missing,Running INT8...Error benchmarking size 1x32x256: std::exception,0.8009959869086742
120,119,Real-World,cublas,INT8,128,1,65,16640,0.009933,0.012186,0.815126,0.0,False,incorrect,Cosine similarity threshold failed,0.7298558801412582
121,120,Real-World,cublas,INT8,153,7,48,102816,,,,,False,missing,Running INT8...Error benchmarking size 153x7x48: std::exception,0.7695878446102142
124,123,Real-World,cublas,INT8,1,69,128,17664,,,,,False,missing,Running INT8...Error benchmarking size 1x69x128: std::exception,0.7841753829270601
130,129,Real-World,cublas,INT8,194,1,50,19400,0.009728,0.007219,1.347518,0.0,False,incorrect,Cosine similarity threshold failed,0.6873923018574715
134,133,Real-World,cublas,INT8,127,24,48,292608,,,,,False,missing,Running INT8...Error benchmarking size 127x24x48: std::exception,1.357545556500554
136,135,Real-World,cublas,INT8,43,12,180,185760,,,,,False,missing,Running INT8...Error benchmarking size 43x12x180: std::exception,1.2107470650225878
137,136,Real-World,cublas,INT8,32,75,75,360000,0.003379,0.016589,0.203704,0.0,False,incorrect,Cosine similarity threshold failed,1.0742985364049673
140,139,Real-World,cublas,INT8,30,5,300,90000,,,,,False,missing,Running INT8...Error benchmarking size 30x5x300: std::exception,1.2122955229133368
143,142,Real-World,cublas,INT8,1,432,24,20736,,,,,False,missing,Running INT8...Error benchmarking size 1x432x24: std::exception,1.194502379745245
144,143,Real-World,cublas,INT8,159,48,16,244224,,,,,False,missing,Running INT8...Error benchmarking size 159x48x16: std::exception,1.2053169962018728
145,144,Real-World,cublas,INT8,143,10,64,183040,,,,,False,missing,Running INT8...Error benchmarking size 143x10x64: std::exception,1.2015818860381842
149,148,Real-World,cublas,INT8,133,64,16,272384,,,,,False,missing,Running INT8...Error benchmarking size 133x64x16: std::exception,1.2071964610368013
150,149,Real-World,cublas,INT8,85,4,128,87040,,,,,False,missing,Running INT8...Error benchmarking size 85x4x128: std::exception,1.2114273644983768
155,154,Real-World,cublas,INT8,10,2,1024,40960,,,,,False,missing,Running INT8...Error benchmarking size 10x2x1024: std::exception,0.7971914559602737
156,155,Real-World,cublas,INT8,50,100,50,500000,0.009626,0.007117,1.352518,0.0,False,incorrect,Cosine similarity threshold failed,0.7086069006472826
164,163,Real-World,cublas,INT8,41,2,300,49200,,,,,False,missing,Running INT8...Error benchmarking size 41x2x300: std::exception,0.8200258184224367
166,165,Real-World,cublas,INT8,53,128,36,488448,,,,,False,missing,Running INT8...Error benchmarking size 53x128x36: std::exception,0.7626319564878941
168,167,Real-World,cublas,INT8,58,128,32,475136,,,,,False,missing,Running INT8...Error benchmarking size 58x128x32: std::exception,0.8038799576461315
169,168,Real-World,cublas,INT8,132,100,1,26400,0.009677,0.008499,1.138554,0.0,False,incorrect,Cosine similarity threshold failed,0.6985417325049639
179,178,Real-World,cublas,INT8,99,40,80,633600,,,,,False,missing,Running INT8...Error benchmarking size 99x40x80: std::exception,1.145798372104764
182,181,Real-World,cublas,INT8,47,300,3,84600,0.003123,0.010189,0.306533,0.0,False,incorrect,Cosine similarity threshold failed,0.9476539399474859
186,185,Real-World,cublas,INT8,135,50,50,675000,,,,,False,missing,Running INT8...Error benchmarking size 135x50x50: std::exception,1.2515152767300606
187,186,Real-World,cublas,INT8,122,2,128,62464,,,,,False,missing,Running INT8...Error benchmarking size 122x2x128: std::exception,1.2189595215022564
188,187,Real-World,cublas,INT8,37,96,96,681984,,,,,False,missing,Running INT8...Error benchmarking size 37x96x96: std::exception,1.2208520602434874
190,189,Real-World,cublas,INT8,1,128,128,32768,,,,,False,missing,Running INT8...Error benchmarking size 1x128x128: std::exception,1.1138984952121973
194,193,Real-World,cublas,INT8,77,6,204,188496,,,,,False,missing,Running INT8...Error benchmarking size 77x6x204: std::exception,1.1885693445801735
200,199,Real-World,cublas,INT8,21,9,600,226800,,,,,False,missing,Running INT8...Error benchmarking size 21x9x600: std::exception,0.8849013540893793
201,200,Real-World,cublas,INT8,110,50,80,880000,,,,,False,missing,Running INT8...Error benchmarking size 110x50x80: std::exception,0.794623788446188
202,201,Real-World,cublas,INT8,170,32,64,696320,,,,,False,missing,Running INT8...Error benchmarking size 170x32x64: std::exception,0.800492238253355
203,202,Real-World,cublas,INT8,159,50,50,795000,,,,,False,missing,Running INT8...Error benchmarking size 159x50x50: std::exception,0.8079535067081451
206,205,Real-World,cublas,INT8,16,1024,2,65536,0.009984,0.00727,1.373239,0.0,False,incorrect,Cosine similarity threshold failed,0.6956943832337856
207,206,Real-World,cublas,INT8,1,192,96,36864,,,,,False,missing,Running INT8...Error benchmarking size 1x192x96: std::exception,0.8116961717605591
208,207,Real-World,cublas,INT8,1,96,192,36864,,,,,False,missing,Running INT8...Error benchmarking size 1x96x192: std::exception,0.8213976640254259
210,209,Real-World,cublas,INT8,1,384,48,36864,,,,,False,missing,Running INT8...Error benchmarking size 1x384x48: std::exception,0.8212180882692337
211,210,Real-World,cublas,INT8,1,48,384,36864,,,,,False,missing,Running INT8...Error benchmarking size 1x48x384: std::exception,0.8173299804329872
213,212,Real-World,cublas,INT8,250,10,64,320000,,,,,False,missing,Running INT8...Error benchmarking size 250x10x64: std::exception,0.7978971637785435
214,213,Real-World,cublas,INT8,79,64,100,1011200,,,,,False,missing,Running INT8...Error benchmarking size 79x64x100: std::exception,0.8182814717292786
218,217,Real-World,cublas,INT8,186,32,64,761856,,,,,False,missing,Running INT8...Error benchmarking size 186x32x64: std::exception,0.8493255376815796
222,221,Real-World,cublas,INT8,10,1024,10,204800,0.01024,0.007578,1.351351,0.0,False,incorrect,Cosine similarity threshold failed,0.7312089577317238
223,222,Real-World,cublas,INT8,127,17,128,552704,,,,,False,missing,Running INT8...Error benchmarking size 127x17x128: std::exception,0.7718255054205656
224,223,Real-World,cublas,INT8,64,312,2,79872,0.00983,0.007066,1.391304,0.0,False,incorrect,Cosine similarity threshold failed,0.7098324801772833
225,224,Real-World,cublas,INT8,39,2,512,79872,,,,,False,missing,Running INT8...Error benchmarking size 39x2x512: std::exception,0.7799156811088324
226,225,Real-World,cublas,INT8,199,64,32,815104,,,,,False,missing,Running INT8...Error benchmarking size 199x64x32: std::exception,0.7714718785136938
237,236,Real-World,cublas,INT8,22,64,257,723712,0.003072,0.029696,0.103448,0.0,False,incorrect,Cosine similarity threshold failed,0.920202961191535
240,239,Real-World,cublas,INT8,67,12,300,482400,,,,,False,missing,Running INT8...Error benchmarking size 67x12x300: std::exception,1.2246202360838652
243,242,Real-World,cublas,INT8,123,200,1,49200,0.003021,0.009472,0.318919,0.0,False,incorrect,Cosine similarity threshold failed,1.0284461043775082
249,248,Real-World,cublas,INT8,1,128,197,50432,0.003328,0.021811,0.152582,0.0,False,incorrect,Cosine similarity threshold failed,1.0255643278360367
253,252,Real-World,cublas,INT8,110,50,128,1408000,,,,,False,missing,Running INT8...Error benchmarking size 110x50x128: std::exception,1.1935710590332747
254,253,Real-World,cublas,INT8,32,768,2,98304,0.003328,0.008192,0.40625,0.0,False,incorrect,Cosine similarity threshold failed,0.9084152579307556
258,257,Real-World,cublas,INT8,5,64,384,245760,,,,,False,missing,Running INT8...Error benchmarking size 5x64x384: std::exception,0.7964470218867064
263,262,Real-World,cublas,INT8,183,69,64,1616256,,,,,False,missing,Running INT8...Error benchmarking size 183x69x64: std::exception,0.8583376724272966
267,266,Real-World,cublas,INT8,123,64,120,1889280,,,,,False,missing,Running INT8...Error benchmarking size 123x64x120: std::exception,0.7978594340384007
273,272,Real-World,cublas,INT8,175,101,50,1767500,,,,,False,missing,Running INT8...Error benchmarking size 175x101x50: std::exception,0.8068598415702581
274,273,Real-World,cublas,INT8,167,35,128,1496320,,,,,False,missing,Running INT8...Error benchmarking size 167x35x128: std::exception,1.064464619383216
277,276,Real-World,cublas,INT8,179,32,128,1466368,,,,,False,missing,Running INT8...Error benchmarking size 179x32x128: std::exception,1.1687135696411133
283,282,Real-World,cublas,INT8,42,10,640,537600,,,,,False,missing,Running INT8...Error benchmarking size 42x10x640: std::exception,1.1252977196127176
285,284,Real-World,cublas,INT8,41,80,256,1679360,,,,,False,missing,Running INT8...Error benchmarking size 41x80x256: std::exception,1.1780854295939207
286,285,Real-World,cublas,INT8,195,29,128,1447680,,,,,False,missing,Running INT8...Error benchmarking size 195x29x128: std::exception,1.16246378980577
287,286,Real-World,cublas,INT8,83,40,256,1699840,,,,,False,missing,Running INT8...Error benchmarking size 83x40x256: std::exception,1.1652330569922924
288,287,Real-World,cublas,INT8,32,1024,2,131072,0.003072,0.008243,0.372671,0.0,False,incorrect,Cosine similarity threshold failed,1.0160077288746834
289,288,Real-World,cublas,INT8,50,100,200,2000000,,,,,False,missing,Running INT8...Error benchmarking size 50x100x200: std::exception,1.2585582677274942
290,289,Real-World,cublas,INT8,85,64,200,2176000,,,,,False,missing,Running INT8...Error benchmarking size 85x64x200: std::exception,1.247576491907239
291,290,Real-World,cublas,INT8,125,10,256,640000,,,,,False,missing,Running INT8...Error benchmarking size 125x10x256: std::exception,1.2242653761059046
296,295,Real-World,cublas,INT8,71,2,512,145408,,,,,False,missing,Running INT8...Error benchmarking size 71x2x512: std::exception,0.826224921271205
298,297,Real-World,cublas,INT8,119,312,2,148512,,,,,False,missing,Running INT8...Error benchmarking size 119x312x2: std::exception,0.7985478080809116
300,299,Real-World,cublas,INT8,54,256,80,2211840,,,,,False,missing,Running INT8...Error benchmarking size 54x256x80: std::exception,0.7995268050581217
307,306,Real-World,cublas,INT8,49,64,321,2013312,0.009626,0.024627,0.390852,0.0,False,incorrect,Cosine similarity threshold failed,0.7086008545011282
311,310,Real-World,cublas,INT8,26,13,1024,692224,,,,,False,missing,Running INT8...Error benchmarking size 26x13x1024: std::exception,0.933790598064661
315,314,Real-World,cublas,INT8,99,45,256,2280960,,,,,False,missing,Running INT8...Error benchmarking size 99x45x256: std::exception,1.2685452923178673
322,321,Real-World,cublas,INT8,1,21316,1,42632,0.003174,0.014387,0.220641,0.0,False,incorrect,Cosine similarity threshold failed,0.9305174965411425
324,323,Real-World,cublas,INT8,159,128,80,3256320,,,,,False,missing,Running INT8...Error benchmarking size 159x128x80: std::exception,1.1319119781255722
328,327,Real-World,cublas,INT8,165,4,256,337920,,,,,False,missing,Running INT8...Error benchmarking size 165x4x256: std::exception,1.1909255646169186
329,328,Real-World,cublas,INT8,103,20,342,1409040,,,,,False,missing,Running INT8...Error benchmarking size 103x20x342: std::exception,1.1877909693866968
331,330,Real-World,cublas,INT8,190,64,128,3112960,,,,,False,missing,Running INT8...Error benchmarking size 190x64x128: std::exception,1.0999418161809444
334,333,Real-World,cublas,INT8,170,128,80,3481600,,,,,False,missing,Running INT8...Error benchmarking size 170x128x80: std::exception,0.8674905207008123
335,334,Real-World,cublas,INT8,57,29,512,1692672,,,,,False,missing,Running INT8...Error benchmarking size 57x29x512: std::exception,1.010858427733183
337,336,Real-World,cublas,INT8,59,28,512,1691648,,,,,False,missing,Running INT8...Error benchmarking size 59x28x512: std::exception,0.825518136844039
338,337,Real-World,cublas,INT8,91,144,144,3773952,,,,,False,missing,Running INT8...Error benchmarking size 91x144x144: std::exception,0.8459272850304842
340,339,Real-World,cublas,INT8,49,96,300,2822400,,,,,False,missing,Running INT8...Error benchmarking size 49x96x300: std::exception,0.8237372934818268
342,341,Real-World,cublas,INT8,186,2,256,190464,,,,,False,missing,Running INT8...Error benchmarking size 186x2x256: std::exception,0.7886099293828011
350,349,Real-World,cublas,INT8,1,256,197,100864,0.009933,0.017101,0.580838,0.0,False,incorrect,Cosine similarity threshold failed,0.7307316344231367
362,361,Real-World,cublas,INT8,105,10,456,957600,,,,,False,missing,Running INT8...Error benchmarking size 105x10x456: std::exception,1.2701660133898258
364,363,Real-World,cublas,INT8,60,200,162,3888000,0.003277,0.01065,0.307692,0.0,False,incorrect,Cosine similarity threshold failed,0.9983724430203438
366,365,Real-World,cublas,INT8,33,101,384,2559744,,,,,False,missing,Running INT8...Error benchmarking size 33x101x384: std::exception,1.1407083310186863
369,368,Real-World,cublas,INT8,55,64,449,3160960,0.003021,0.04777,0.063237,0.0,False,incorrect,Cosine similarity threshold failed,0.9674051105976105
372,371,Real-World,cublas,INT8,129,256,64,4227072,,,,,False,missing,Running INT8...Error benchmarking size 129x256x64: std::exception,1.1860571838915348
376,375,Real-World,cublas,INT8,74,100,300,4440000,,,,,False,missing,Running INT8...Error benchmarking size 74x100x300: std::exception,0.9221886601299047
377,376,Real-World,cublas,INT8,50,200,200,4000000,,,,,False,missing,Running INT8...Error benchmarking size 50x200x200: std::exception,0.8323617745190859
379,378,Real-World,cublas,INT8,79,122,256,4934656,,,,,False,missing,Running INT8...Error benchmarking size 79x122x256: std::exception,0.8007074892520905
382,381,Real-World,cublas,INT8,22,64,705,1985280,0.009984,0.04137,0.241337,0.0,False,incorrect,Cosine similarity threshold failed,0.7130898162722588
383,382,Real-World,cublas,INT8,1,80,768,122880,,,,,False,missing,Running INT8...Error benchmarking size 1x80x768: std::exception,0.7809215076267719
384,383,Real-World,cublas,INT8,190,32,256,3112960,,,,,False,missing,Running INT8...Error benchmarking size 190x32x256: std::exception,0.817779591307044
385,384,Real-World,cublas,INT8,99,108,256,5474304,,,,,False,missing,Running INT8...Error benchmarking size 99x108x256: std::exception,0.8018104285001755
387,386,Real-World,cublas,INT8,174,80,200,5568000,,,,,False,missing,Running INT8...Error benchmarking size 174x80x200: std::exception,0.8215203229337931
392,391,Real-World,cublas,INT8,1,1,32768,65536,,,,,False,missing,Running INT8...Error benchmarking size 1x1x32768: std::exception,1.5876772329211235
395,394,Real-World,cublas,INT8,64,1,1034,132352,0.003482,0.027648,0.125926,0.0,False,incorrect,Cosine similarity threshold failed,0.9287024140357971
399,398,Real-World,cublas,INT8,171,200,100,6840000,,,,,False,missing,Running INT8...Error benchmarking size 171x200x100: std::exception,1.2077401969581842
400,399,Real-World,cublas,INT8,100,100,309,6180000,0.009984,0.024115,0.414013,0.0,False,incorrect,Cosine similarity threshold failed,0.9071422312408686
401,400,Real-World,cublas,INT8,93,24,600,2678400,,,,,False,missing,Running INT8...Error benchmarking size 93x24x600: std::exception,1.0972135178744793
402,401,Real-World,cublas,INT8,69,64,513,4530816,0.003328,0.059494,0.055938,0.0,False,incorrect,Cosine similarity threshold failed,0.9252618961036205
403,402,Real-World,cublas,INT8,108,64,385,5322240,0.003174,0.04905,0.064718,0.0,False,incorrect,Cosine similarity threshold failed,0.9940911717712879
404,403,Real-World,cublas,INT8,47,128,384,4620288,,,,,False,missing,Running INT8...Error benchmarking size 47x128x384: std::exception,1.1712250914424658
406,405,Real-World,cublas,INT8,1,384,192,147456,,,,,False,missing,Running INT8...Error benchmarking size 1x384x192: std::exception,1.169939549639821
407,406,Real-World,cublas,INT8,1,192,384,147456,,,,,False,missing,Running INT8...Error benchmarking size 1x192x384: std::exception,1.1605133563280106
409,408,Real-World,cublas,INT8,32,2304,1,147456,0.003123,0.00937,0.333333,0.0,False,incorrect,Cosine similarity threshold failed,0.9844259675592184
410,409,Real-World,cublas,INT8,150,2,500,300000,,,,,False,missing,Running INT8...Error benchmarking size 150x2x500: std::exception,1.1421205177903175
412,411,Real-World,cublas,INT8,58,200,256,5939200,,,,,False,missing,Running INT8...Error benchmarking size 58x200x256: std::exception,1.1659841630607843
416,415,Real-World,cublas,INT8,26,257,257,3434548,0.010394,0.021965,0.473194,0.0,False,incorrect,Cosine similarity threshold failed,0.7670007590204477
420,419,Real-World,cublas,INT8,32,256,259,4243456,0.01024,0.024832,0.412371,0.0,False,incorrect,Cosine similarity threshold failed,0.7214099057018757
421,420,Real-World,cublas,INT8,1,864,96,165888,,,,,False,missing,Running INT8...Error benchmarking size 1x864x96: std::exception,0.7904026750475168
422,421,Real-World,cublas,INT8,1,96,864,165888,,,,,False,missing,Running INT8...Error benchmarking size 1x96x864: std::exception,0.8412743527442217
424,423,Real-World,cublas,INT8,190,256,80,7782400,,,,,False,missing,Running INT8...Error benchmarking size 190x256x80: std::exception,0.7785341944545507
426,425,Real-World,cublas,INT8,59,98,512,5920768,,,,,False,missing,Running INT8...Error benchmarking size 59x98x512: std::exception,0.7540332265198231
429,428,Real-World,cublas,INT8,78,192,274,8206848,0.010138,0.012493,0.811475,0.0,False,incorrect,Cosine similarity threshold failed,0.7032898459583521
430,429,Real-World,cublas,INT8,928,64,30,3563520,0.01024,0.007526,1.360544,0.0,False,incorrect,Cosine similarity threshold failed,0.7346981074661016
433,432,Real-World,cublas,INT8,23040,1,3,138240,0.003584,0.012595,0.284553,0.0,False,incorrect,Cosine similarity threshold failed,1.2929019927978516
434,433,Real-World,cublas,INT8,73,240,240,8409600,,,,,False,missing,Running INT8...Error benchmarking size 73x240x240: std::exception,1.2215045038610697
436,435,Real-World,cublas,INT8,5,300,300,900000,,,,,False,missing,Running INT8...Error benchmarking size 5x300x300: std::exception,1.1883290112018585
